route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537112,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537063,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537110,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537064,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537116,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537065,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537115,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537066,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537117,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537067,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537114,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537068,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537113,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537069,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537118,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537070,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537119,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537071,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537120,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537072,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537121,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537073,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537122,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537074,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537123,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537075,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537124,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537076,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537125,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537077,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537126,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537078,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537127,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537079,"RALLIEMENT",0,1286857,BALA0049,1
